"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","Category","id"
"Core, The",2003,135,7.4e+07,5.4,7860,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,"Action",155
"Coronado",2003,88,4700000,4.5,411,4.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,"Action",156
"Cotton Comes to Harlem",1970,97,1200000,6.2,204,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"",1,0,1,0,0,0,0,"Action",157
"Count of Monte Cristo, The",2002,134,3.5e+07,7.4,13907,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",1,0,0,1,0,0,0,"Action",158
"Courage Under Fire",1996,117,4.6e+07,6.7,8884,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Action",159
"Cover Up",1991,87,7500000,3.3,193,14.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",160
"Cradle 2 the Grave",2003,101,2.5e+07,5.3,4164,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",161
"Crazies, The",1973,103,275000,5.7,669,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",1,0,0,1,0,0,0,"Action",162
"Crimson Pirate, The",1952,105,1850000,7.2,831,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",1,0,1,0,0,0,0,"Action",163
"Crimson Tide",1995,116,5.3e+07,7.1,14033,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,1,0,0,0,"Action",164
"Cross of Iron",1977,119,6e+06,7.3,2587,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",1,0,0,1,0,0,0,"Action",165
"Crow, The",1994,98,1.5e+07,7.2,20290,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",1,0,0,0,0,0,0,"Action",166
"Crow: City of Angels, The",1996,84,1.3e+07,3.8,3656,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",167
"Crow: Salvation, The",2000,102,2.5e+07,4.9,1383,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0,"Action",168
"Cutaway",2000,104,9e+06,5.1,390,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",169
"Cutthroat Island",1995,119,9.2e+07,5.1,3942,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,1,0,"Action",170
"Cyborg",1989,86,2e+06,3.8,2320,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",171
"Cypher",2002,95,7500000,7.2,3160,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0,"Action",172
"D.E.B.S.",2004,91,3500000,6,300,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG-13",1,0,1,0,0,0,0,"Action",173
"Dante's Peak",1997,104,1.04e+08,5.6,9203,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,"Action",174
"Daredevil",2003,133,7.5e+07,5.7,20642,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",175
"Daredevils of the Red Circle",1939,211,126118,7.8,48,4.5,0,0,0,0,14.5,4.5,14.5,14.5,45.5,"",1,0,0,0,0,0,0,"Action",176
"Dark Blue",2002,118,1.5e+07,6.6,3882,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Action",177
"Darkman",1990,96,1.6e+07,6.1,6130,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",178
"Darkness Minus Twelve",2004,12,4400,8.9,8,14.5,0,0,0,0,0,0,0,0,84.5,"",1,0,0,0,0,0,1,"Action",179
"Dawn of the Dead",1978,139,1500000,7.7,12621,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",1,0,0,1,0,0,0,"Action",180
"Dawn of the Dead",2004,109,2.8e+07,7.4,16283,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0,"Action",181
"Day After Tomorrow, The",2004,124,1.25e+08,6.3,23749,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,"Action",182
"Daylight",1996,110,8e+07,5.4,6979,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,"Action",183
"Days of Thunder",1990,107,6e+07,5.4,9660,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",1,0,0,1,0,1,0,"Action",184
"Dead End Road",2004,94,1e+05,5.8,5,0,24.5,0,24.5,0,24.5,0,24.5,24.5,0,"",1,0,0,0,0,0,0,"Action",185
"Dead Heat",1988,86,5e+06,4.8,470,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",1,0,1,0,0,0,0,"Action",186
"Dead Presidents",1995,119,1.5e+07,6.3,2641,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Action",187
"Deadly Stingers",2003,73,150000,5.5,15,24.5,0,0,0,4.5,24.5,0,4.5,4.5,34.5,"",1,0,1,0,0,0,0,"Action",188
"Death Race 2000",1975,79,3e+05,5.8,2909,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",1,0,0,0,0,0,0,"Action",189
"Decay",1998,80,15000,6.5,8,34.5,0,0,0,0,14.5,0,0,24.5,24.5,"",1,0,0,1,0,0,0,"Action",190
"Deep Blue Sea",1999,105,7.8e+07,5.5,17666,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",191
"Deep Rising",1998,97,4.5e+07,5.4,4626,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",192
"Defender, The",2004,90,6e+06,6.3,58,14.5,4.5,4.5,4.5,0,14.5,4.5,14.5,14.5,34.5,"R",1,0,0,0,0,0,0,"Action",193
"Demo Crew, The",2001,108,1e+05,2.5,23,34.5,0,0,4.5,4.5,4.5,4.5,0,4.5,24.5,"",1,0,0,1,0,0,0,"Action",194
"Demolitionist, The",1995,100,1e+06,4.1,238,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0,"Action",195
"Derailed",2002,89,1.8e+07,3.4,1075,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,0,0,0,0,"Action",196
"Desperado",1995,106,7e+06,6.8,17929,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,0,0,0,0,"Action",197
"Detail, The",1997,87,2e+05,3.3,12,14.5,0,0,14.5,14.5,24.5,0,4.5,0,14.5,"",1,0,0,0,0,0,0,"Action",198
"Detention",2003,98,1e+07,4.1,223,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Action",199
"Deuces Wild",2002,100,1e+07,5.3,1511,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Action",200
"Devil Dogs of the Air",1935,85,350000,5.7,43,4.5,4.5,4.5,4.5,24.5,14.5,34.5,14.5,4.5,4.5,"",1,0,1,1,0,1,0,"Action",201
"Devil's Own, The",1997,111,8e+07,5.7,8485,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Action",202
"Diabolik",1968,99,4e+05,4.7,637,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,24.5,"",1,0,0,0,0,0,0,"Action",203
"Diamonds Are Forever",1971,120,7200000,6.6,8738,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",204
"Dick Tracy",1990,105,4.7e+07,5.7,9939,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"",1,0,1,0,0,0,0,"Action",205
"Die Another Day",2002,133,1.42e+08,6.4,22136,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,"Action",206
"Die Hard",1988,131,2.8e+07,8,58870,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"",1,0,0,0,0,0,0,"Action",207
"Die Hard 2",1990,124,7e+07,6.7,22987,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",208
"Die Hard: With a Vengeance",1995,131,9e+07,7,25258,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,0,0,0,0,"Action",209
"Die xue jie tou",1990,126,3500000,7.6,1805,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",1,0,0,1,0,0,0,"Action",210
"Digimon: The Movie",2000,82,5e+06,3.4,455,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"PG",1,1,0,0,0,0,0,"Action",211
"Dilemma",1997,83,2500000,3.9,49,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"",1,0,0,0,0,0,0,"Action",212
"Diplomatic Siege",1999,96,4.5e+07,3.5,340,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",213
"Donovan's Reef",1963,109,2686585,6.5,1062,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",1,0,1,0,0,1,0,"Action",214
"Double Impact",1991,109,1.6e+07,4.5,2749,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",215
"Double Take",2001,91,2.4e+07,4.8,1503,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,"Action",216
"Double Tap",1997,87,8e+06,5.3,184,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",217
"Down",2001,110,1.5e+07,4.5,637,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",218
"Dr. No",1962,110,1100000,7.2,11864,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",219
"Dragon: The Bruce Lee Story",1993,119,1.4e+07,6.7,3244,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",1,0,0,1,0,0,0,"Action",220
"Dragonslayer",1981,109,1.8e+07,6.4,1965,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",221
"Dragstrip Girl",1957,69,1e+05,4.7,14,4.5,14.5,0,4.5,14.5,24.5,0,4.5,0,24.5,"",1,0,0,1,0,0,0,"Action",222
"Drive",1997,117,3500000,6.4,1086,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",1,0,1,0,0,0,0,"Action",223
"Driven",2001,116,7.2e+07,4.4,7129,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,"Action",224
"Drop Zone",1994,101,4.5e+07,5.5,3104,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,"",1,0,0,0,0,0,0,"Action",225
"Duellists, The",1977,95,9e+05,7.4,1929,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",1,0,0,1,0,0,0,"Action",226
"Dune",1984,190,4.5e+07,6.3,16903,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"",1,0,0,0,0,0,0,"Action",227
"Dungeons & Dragons",2000,107,3.5e+07,4,7435,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,"Action",228
"Dusting Cliff 7",1996,95,1300000,3.5,80,14.5,14.5,24.5,4.5,14.5,4.5,4.5,4.5,0,4.5,"R",1,0,0,1,0,0,0,"Action",229
"Earthquake",1974,140,7e+06,5.2,2106,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"",1,0,0,1,0,0,0,"Action",230
"Easy Rider",1969,94,340000,7.2,10230,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,1,0,0,0,"Action",231
"Edge of Eternity",1959,80,7e+05,5.8,44,4.5,0,4.5,4.5,24.5,24.5,24.5,4.5,0,4.5,"",1,0,0,1,0,0,0,"Action",232
"Eight Legged Freaks",2002,99,3e+07,5.5,6362,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,"Action",233
"Eighteenth Angel, The",1998,95,2.5e+07,4.6,557,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",234
"Elektra",2005,96,4.3e+07,4.9,5120,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG-13",1,0,0,0,0,0,0,"Action",235
"Empire",2002,90,3500000,6,1718,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Action",236
"End of Days",1999,121,8.3e+07,5.3,18237,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",237
"Enemy at the Gates",2001,131,7e+07,7.3,19169,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"R",1,0,0,1,0,1,0,"Action",238
"Enemy of the State",1998,131,9e+07,7.1,23263,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,1,0,0,0,"Action",239
"Enraged New World, An",2002,50,3500,8.9,25,24.5,4.5,0,0,0,4.5,4.5,4.5,4.5,44.5,"",1,0,0,0,0,0,0,"Action",240
"Enter the Dragon",1973,99,850000,7.4,8078,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0,"Action",241
"Equilibrium",2002,107,2e+07,7.6,17579,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",1,0,0,0,0,0,0,"Action",242
"Era of Vampire, The",2002,90,1e+06,4.2,329,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",243
"Eraser",1996,115,1e+08,5.8,14641,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Action",244
"Erotic Adventures of Zorro, The",1972,102,75000,4.2,32,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"",1,0,1,0,0,0,0,"Action",245
"Escape from Chernobourg",1999,75,2000,3.7,18,24.5,0,0,0,4.5,4.5,4.5,4.5,14.5,44.5,"",1,0,1,0,0,0,0,"Action",246
"Escape from L.A.",1996,101,5e+07,4.8,7955,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",247
"Escape from New York",1981,99,6e+06,6.8,9924,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,0,0,0,0,"Action",248
"Escape from the Planet of the Apes",1971,98,2500000,5.8,2951,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"",1,0,0,1,0,0,0,"Action",249
"Evil Cult",2003,90,15000,6.7,17,4.5,4.5,0,4.5,4.5,0,14.5,4.5,4.5,44.5,"",1,0,1,0,0,0,0,"Action",250
"Evil Dead II",1987,85,3500000,7.6,15743,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",1,0,1,0,0,0,0,"Action",251
"Excessive Force",1993,90,1.3e+07,4.2,214,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",252
"Executive Decision",1996,134,5.5e+07,6.3,7653,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",253
"Exit Wounds",2001,101,3.3e+07,5.3,5370,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",254
"Exodus",1960,208,4e+06,6.8,1161,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",1,0,0,1,0,0,0,"Action",255
"Exorcist: The Beginning",2004,114,3e+07,5,4130,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",256
"Extreme Ops",2002,94,4e+07,4,1337,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,"Action",257
"Facade",2000,93,6e+06,4.8,93,24.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",258
"Face/Off",1997,133,8e+07,7.1,37506,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0,"Action",259
"Fair Game",1995,91,5e+07,3.9,2579,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,1,1,0,0,0,"Action",260
"Fair Wind to Java",1953,92,1250000,5.8,47,4.5,4.5,0,14.5,24.5,24.5,14.5,14.5,4.5,4.5,"",1,0,0,1,0,0,0,"Action",261
"Fall",2000,97,2e+06,1.5,249,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",1,0,0,0,0,0,0,"Action",262
"Fast and the Furious, The",2001,106,3.8e+07,5.7,21428,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",1,0,0,0,0,0,0,"Action",263
"Faster, Pussycat! Kill! Kill!",1965,83,45000,6.5,1242,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",1,0,1,1,0,0,0,"Action",264
"Fei ying",2004,99,1.5e+07,5.5,128,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,14.5,"",1,0,0,0,0,0,0,"Action",265
"Feng yun xiong ba tian xia",1998,85,1e+07,6.3,922,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",1,0,0,0,0,0,0,"Action",266
"Field of Honor, A",1973,15,1400,7.7,32,4.5,4.5,0,0,4.5,4.5,14.5,24.5,14.5,34.5,"",1,0,1,0,0,0,1,"Action",267
"Fifth Element, The",1997,126,9e+07,7.1,55398,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",1,0,0,1,0,0,0,"Action",268
"Fighting Mad",1976,88,6e+05,5.5,60,4.5,0,4.5,14.5,24.5,44.5,4.5,4.5,4.5,4.5,"",1,0,0,1,0,0,0,"Action",269
"Final Fantasy: The Spirits Within",2001,106,1.37e+08,6.5,16451,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,1,0,0,0,0,0,"Action",270
"Final Solution",2001,110,1500000,7,32,0,4.5,0,0,4.5,4.5,34.5,14.5,14.5,24.5,"R",1,0,0,1,0,0,0,"Action",271
"Fire Over Afghanistan",2003,92,155000,4.5,67,24.5,4.5,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,"R",1,0,0,1,0,0,0,"Action",272
"Firefox",1982,136,2.1e+07,5.5,3401,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",273
"Firestorm",1998,89,1.9e+07,4.4,987,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",274
"First Blood",1982,97,1.4e+07,6.8,11956,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",1,0,0,1,0,0,0,"Action",275
"First Great Train Robbery, The",1979,110,6e+06,6.9,1758,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",1,0,1,1,0,0,0,"Action",276
"Flash Gordon",1980,111,3.5e+07,5.7,5626,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",1,0,0,0,0,0,0,"Action",277
"Flesh & Blood",1985,117,6500000,6.3,2047,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",1,0,0,1,0,0,0,"Action",278
"Flight of the Phoenix",2004,113,4.5e+07,6,2732,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,"Action",279
"For Your Eyes Only",1981,127,2.8e+07,6.7,8061,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",280
"Foreigner, The",2003,96,2e+07,3.1,904,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",281
"Fortress",1993,95,1.2e+07,5.3,2577,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",282
"Fortress 2",1999,92,1.1e+07,4.2,1027,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",283
"Four.50",2003,6,5000,4.7,6,0,0,34.5,0,0,14.5,0,45.5,0,0,"",1,0,0,0,0,0,1,"Action",284
"Frankenfish",2004,84,3e+06,4.6,309,14.5,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,1,0,0,0,0,"Action",285
"Freddy Vs. Jason",2003,97,2.5e+07,6.1,11109,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0,"Action",286
"French Connection, The",1971,104,1800000,7.8,11783,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",1,0,0,1,0,0,0,"Action",287
"French Quarter Undercover",1985,84,2500000,4,5,24.5,0,44.5,24.5,0,0,0,0,0,24.5,"",1,0,0,0,0,0,0,"Action",288
"Friday the 13th Part 2",1981,87,1e+06,4.9,3794,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",289
"Fritz the Cat",1972,80,1e+06,5.8,1109,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",1,1,1,1,0,0,0,"Action",290
"From Dusk Till Dawn",1996,108,2e+07,6.8,28473,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,1,0,0,0,0,"Action",291
"From Russia with Love",1963,115,2e+06,7.3,10291,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,1,0,0,0,"Action",292
"Fugitive, The",1993,130,4.4e+07,7.7,48292,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"",1,0,0,1,0,0,0,"Action",293
"Full Clip",2004,95,5e+05,4.1,72,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0,"Action",294
"G.I. Jane",1997,124,5e+07,5.5,9116,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",1,0,0,1,0,0,0,"Action",295
"Gauntlet, The",1977,109,5500000,6,2201,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",1,0,0,1,0,0,0,"Action",296
"Genghis Khan",2004,120,5e+07,7.9,15,24.5,4.5,0,0,0,0,0,4.5,14.5,44.5,"",1,0,0,0,0,0,0,"Action",297
"George and the Dragon",2004,93,3.2e+07,5.5,137,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"",1,0,1,0,0,1,0,"Action",298
"Get Carter",2000,104,4e+07,4.7,4927,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0,"Action",299
"Getaway, The",1972,122,3352254,7.3,2843,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,1,0,0,0,"Action",300
"Ghost and the Darkness, The",1996,109,5.5e+07,6.4,8360,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",1,0,0,1,0,0,0,"Action",301
"Ghosts of Mars",2001,98,2.8e+07,4.6,6368,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,"Action",302
"Gladiator",2000,155,1.03e+08,8,92495,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",1,0,0,1,0,0,0,"Action",303
"Glory",1989,122,1.8e+07,8.1,21861,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",1,0,0,1,0,0,0,"Action",304
"Gods and Generals",2003,209,5.6e+07,5.7,3002,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",1,0,0,1,0,0,0,"Action",305
"Godzilla",1998,133,1.25e+08,4.4,22695,14.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0,"Action",306
"Gojira",1954,98,1e+06,6.9,1106,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,34.5,"",1,0,0,1,0,0,0,"Action",307
"Gojira ni-sen mireniamu",1999,99,1e+06,5.6,1150,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",1,0,0,0,0,0,0,"Action",308
"GoldenEye",1995,130,8e+07,6.8,22991,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",1,0,0,0,0,0,0,"Action",309
"Goldfinger",1964,112,3e+06,7.8,19754,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",1,0,0,0,0,0,0,"Action",310
"Gone in Sixty Seconds",2000,117,9e+07,5.7,25400,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,"Action",311
